Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
PCPG	8731	0.018526	28.284	12.746	1.14994159855918	0.0547046919908467	RNMT
PCPG	4161	0.096881	1	1	0	0.181937385854274	MC5R
PCPG	4158	0.12718	1	272.078	-8.08787649596147	0.219422059007042	MC2R
PCPG	162655	1.073e-16	1.153	1	0.205392512989685	1.69542759183673e-15	ZNF519
PCPG	374860	0.31867	1	1	0	0.395598801949718	ANKRD30B
PCPG	6093	0.31406	14.726	10.125	0.540443698625887	0.395598801949718	ROCK1
PCPG	80000	1e-20	3.759	1	1.91034891538093	2.02893081761006e-19	GREB1L
PCPG	114799	1.1302e-10	10.03	7.809	0.361111888374274	1.15441431134565e-09	ESCO1
PCPG	6632	0.039471	25.66	19.712	0.380447009282144	0.0966160075872534	SNRPD1
PCPG	171586	1.6368e-08	15.81	7.342	1.10659234814619	1.39875941721854e-07	ABHD3
PCPG	100302135	0.0043592	1	1	0	0.0165899872591427	MIR320C1
PCPG	57534	0.042953	17.075	8.461	1.01298548880668	0.102477291753975	MIB1
PCPG	100128893	0.053022	1	34.576	-5.11169907219742	0.11919788989547	GATA6-AS1
PCPG	2627	0.0086095	2.03	123.551	-5.9274831499974	0.0295955714488636	GATA6
PCPG	101927571	3.1941e-08	1	1	0	2.66487067241379e-07	AC090912.2
PCPG	5932	0.24019	15.473	8.274	0.903096079771444	0.340894386273647	RBBP8
PCPG	91768	0.027376	7.351	4.206	0.805491671567373	0.0737699924822498	CABLES1
PCPG	85019	0.00024396	6.662	2.745	1.27914920478179	0.0012595598186183	TMEM241
PCPG	8780	0.86161	36.824	34.598	0.0899577049996557	0.887044474230094	RIOK3
PCPG	29919	0.078224	37.968	28.863	0.395562745309989	0.156844952144189	RMC1
PCPG	4864	0.10917	19.562	102.056	-2.38323522001952	0.197116694338215	NPC1
PCPG	147463	0.046667	12.477	11.217	0.153584213788187	0.108869043268651	ANKRD29
PCPG	3909	1.322e-19	4.045	1.089	1.89313574860043	2.47951860465116e-18	LAMA3
PCPG	125488	0.027089	10.119	30.714	-1.60182968797325	0.0731697856544795	TTC39C
PCPG	102724246	0.68843	1	1	0	0.738335579810516	TTC39C-AS1
PCPG	26256	0.29109	3.316	2.344	0.500471437073503	0.392664160568681	CABYR
PCPG	114876	0.031813	14.439	38.375	-1.41019592134624	0.0824879340924314	OSBPL1A
PCPG	55364	0.46621	27.923	31.501	-0.173943677132838	0.536342392867756	IMPACT
PCPG	59340	0.31867	1	1	0	0.395598801949718	HRH4
PCPG	729950	0.033271	1	1	0	0.0850717933949802	LINC01915
PCPG	25925	0.068272	2.527	29.758	-3.55777999848068	0.142445389523604	ZNF521
PCPG	6760	0.025489	67.536	95.767	-0.503871874182633	0.0697631623303167	AC091021.1
PCPG	143471	0.14204	1	1	0	0.236908766910814	PSMA8
PCPG	6875	0.28787	3.193	5.101	-0.675867547826849	0.389188497590277	TAF4B
PCPG	284252	0.26893	35.106	31.466	0.157923831021709	0.369965108742004	KCTD1
PCPG	147429	0.020301	1	1	0	0.0587978686218764	AQP4-AS1
PCPG	361	0.00066165	1	1	0	0.00314048489455615	AQP4
